,id,side,coordinates(epsg25833),parking_value
1463,44,right,"[[320031.6392670188, 5691153.523169582], [320032.3700670189, 5691179.476869583]]",parallel
1464,44,left,"[[320015.81647203595, 5691180.21867855], [320017.6577580791, 5691210.162119663]]",parallel
1465,44,right,"[[320032.3577279643, 5691179.201521452], [320034.19901400746, 5691209.144962565]]",parallel
1466,44,left,"[[320017.6577580792, 5691210.162119663], [320019.49904412235, 5691240.105560776]]",parallel
1467,44,right,"[[320034.1990140075, 5691209.144962565], [320036.0403000507, 5691239.088403678]]",parallel
1468,44,left,"[[320019.49904412235, 5691240.105560776], [320021.3403301655, 5691270.049001888]]",parallel
1469,44,right,"[[320036.0403000507, 5691239.088403678], [320037.88158609386, 5691269.03184479]]",parallel
1470,44,left,"[[320021.3403301655, 5691270.049001888], [320023.1816162087, 5691299.992443003]]",parallel
1471,44,right,"[[320037.8815860938, 5691269.03184479], [320039.722872137, 5691298.975285904]]",parallel
1472,44,left,"[[320023.1816162087, 5691299.992443002], [320025.02290225186, 5691329.935884114]]",parallel
1473,44,right,"[[320039.72287213703, 5691298.975285904], [320041.5641581802, 5691328.918727016]]",parallel
1474,44,left,"[[320025.0229022518, 5691329.935884114], [320026.11417203594, 5691347.682378551]]",parallel
1475,44,right,"[[320041.5641581801, 5691328.918727016], [320042.65542796423, 5691346.665221452]]",parallel
1476,44,left,"[[320026.1174106061, 5691347.732559047], [320027.1580106061, 5691363.129259045]]",no car
1477,44,right,"[[320042.65218939405, 5691346.615040955], [320043.692789394, 5691362.011740953]]",no car
1478,46,left,"[[319675.05475664214, 5691308.607208289], [319678.4721056466, 5691338.411934856]]",parallel
1479,46,right,"[[319690.9456433572, 5691306.785191712], [319694.36299236165, 5691336.589918279]]",parallel
1480,46,left,"[[319678.4721056466, 5691338.411934856], [319681.8894546512, 5691368.216661425]]",parallel
1481,46,right,"[[319694.36299236165, 5691336.589918279], [319697.78034136625, 5691366.394644848]]",parallel
1482,46,left,"[[319681.8894546512, 5691368.216661425], [319685.30680365575, 5691398.021387992]]",parallel
1483,46,right,"[[319697.78034136636, 5691366.394644848], [319701.19769037084, 5691396.199371414]]",parallel
1484,46,left,"[[319685.30680365575, 5691398.021387992], [319686.00885664276, 5691404.144408288]]",no car
1485,46,right,"[[319701.19769037084, 5691396.199371415], [319701.8997433578, 5691402.322391711]]",no car
1486,47,left,"[[319686.11369879014, 5691404.137019894], [319689.5484275615, 5691433.9397486]]",parallel
1487,47,right,"[[319701.79490121047, 5691402.3297801055], [319705.2296299818, 5691432.132508812]]",parallel
1488,47,left,"[[319689.5484275615, 5691433.9397486], [319692.98315633275, 5691463.742477304]]",parallel
1489,47,right,"[[319705.2296299818, 5691432.132508812], [319708.66435875307, 5691461.935237517]]",parallel
1490,47,left,"[[319692.9831563327, 5691463.742477304], [319695.39259878953, 5691484.648919895]]",parallel
1491,47,right,"[[319708.66435875307, 5691461.935237516], [319711.07380120986, 5691482.841680107]]",parallel
1492,50,left,"[[319598.6828075141, 5691130.710460399], [319628.5331479757, 5691127.717606522]]",no car
1493,50,right,"[[319597.18139248574, 5691115.735539601], [319627.03173294733, 5691112.742685724]]",no car
1494,50,left,"[[319628.53314797545, 5691127.71760652], [319660.2934075141, 5691124.5332603995]]",parallel
1495,50,right,"[[319627.0317329474, 5691112.742685722], [319658.79199248605, 5691109.558339601]]",no car
1496,53,left,"[[319916.6649527485, 5691727.014274689], [319926.7505823645, 5691755.268125318]]",no car
1497,53,right,"[[319922.43344725174, 5691724.9551253095], [319932.5190768677, 5691753.208975938]]",no car
1498,53,left,"[[319926.75058236456, 5691755.268125318], [319931.02625274874, 5691767.24597469]]",no car
1499,53,right,"[[319932.5190768676, 5691753.208975938], [319936.7947472518, 5691765.18682531]]",no car
1500,54,left,"[[319913.2266568312, 5691585.064470739], [319904.8941568315, 5691593.06377074]]",no car
1501,54,right,"[[319902.8403431685, 5691574.24552926], [319894.50784316874, 5691582.244829261]]",parallel
1502,54,left,"[[319892.4187125905, 5691585.865573737], [319889.9220125904, 5691596.030173738]]","TIE: parallel,diagonal/perpendicular"
1503,54,right,"[[319906.98328741005, 5691589.443026264], [319904.48658741, 5691599.607626264]]",parallel
1504,54,left,"[[319889.71342216816, 5691597.475387461], [319888.3391429621, 5691627.44389354]]",parallel
1505,54,right,"[[319904.69517783256, 5691598.16241254], [319903.3208986266, 5691628.130918619]]",parallel
1506,54,left,"[[319888.3391429622, 5691627.44389354], [319887.7547221679, 5691640.18818746]]",parallel
1507,54,right,"[[319903.3208986266, 5691628.130918619], [319902.73647783225, 5691640.87521254]]",parallel
1508,54,left,"[[319887.74687286443, 5691640.550217797], [319887.8148728644, 5691668.086617797]]",no car
1509,54,right,"[[319902.7443271356, 5691640.513182204], [319902.8123271355, 5691668.049582204]]",parallel
1510,54,left,"[[319888.2760336914, 5691665.478908618], [319885.78263369115, 5691672.256108618]]",no car
1511,54,right,"[[319902.3511663088, 5691670.657291382], [319899.85776630853, 5691677.434491382]]",no car
1512,55,left,"[[319905.22494379344, 5691582.427165415], [319909.7270437938, 5691586.988365416]]",parallel
1513,55,right,"[[319910.84205620683, 5691576.882834583], [319915.3441562072, 5691581.444034583]]",parallel
1514,55,left,"[[319908.72646528407, 5691585.247404042], [319910.2862652839, 5691591.009104042]]",diagonal/perpendicular
1515,55,right,"[[319916.3447347163, 5691583.184995958], [319917.90453471616, 5691588.946695958]]",no car
1516,55,left,"[[319910.1794740212, 5691590.466175323], [319910.9678740211, 5691596.789075322]]",no car
1517,55,right,"[[319918.01132597873, 5691589.489624677], [319918.79972597864, 5691595.812524675]]",no car
1518,55,left,"[[319910.9416453101, 5691596.480537207], [319912.3080352318, 5691626.449404028]]",no car
1519,55,right,"[[319918.82595468976, 5691596.121062792], [319920.1923446115, 5691626.089929613]]",no car
1520,55,left,"[[319912.3080352318, 5691626.449404029], [319913.53254531027, 5691653.306437209]]",no car
1521,55,right,"[[319920.1923446115, 5691626.089929613], [319921.41685469, 5691652.946962793]]",no car
1522,55,left,"[[319913.5433051657, 5691653.468787298], [319914.46110516565, 5691664.016487297]]",no car
1523,55,right,"[[319921.40609483456, 5691652.784612704], [319922.3238948345, 5691663.332312703]]",no car
1524,57,left,"[[319896.68780799693, 5691526.010414239], [319897.1014267768, 5691556.007562763]]",parallel
1525,57,right,"[[319917.8957920026, 5691525.717985761], [319918.30941078253, 5691555.715134285]]",parallel
1526,57,left,"[[319897.10142677685, 5691556.007562763], [319897.4295079971, 5691579.801214239]]",parallel
1527,57,right,"[[319918.30941078253, 5691555.715134286], [319918.6374920028, 5691579.508785761]]",parallel
1528,60,left,"[[320286.30894444115, 5691681.965199857], [320296.0983444414, 5691670.473399856]]",perpendicular
1529,60,right,"[[320300.9228555586, 5691694.414200143], [320310.7122555588, 5691682.922400142]]",diagonal
1530,60,left,"[[320308.54435038246, 5691684.805067366], [320333.88254765084, 5691668.743443564]]",parallel
1531,60,right,"[[320298.26624961715, 5691668.590732631], [320323.6044468855, 5691652.529108828]]",parallel
1532,60,left,"[[320333.8825476505, 5691668.743443564], [320359.2207449191, 5691652.681819761]]",parallel
1533,60,right,"[[320323.60444688547, 5691652.529108828], [320348.942644154, 5691636.4674850255]]",parallel
1534,60,left,"[[320359.2207449191, 5691652.681819761], [320384.43925038306, 5691636.696067368]]",parallel
1535,60,right,"[[320348.9426441539, 5691636.4674850255], [320374.16114961787, 5691620.481732632]]",parallel
1536,62,left,"[[320326.2624719256, 5691214.388694362], [320327.9554719265, 5691226.632594361]]",no car
1537,62,right,"[[320343.49352807354, 5691212.006105638], [320345.1865280745, 5691224.250005637]]",no car
1538,62,left,"[[320327.8896279744, 5691225.970720433], [320329.71574042225, 5691255.915090743]]",parallel
1539,62,right,"[[320345.25237202656, 5691224.911879566], [320347.07848447433, 5691254.856249875]]",parallel
1540,62,left,"[[320329.71574042225, 5691255.915090743], [320331.54185287014, 5691285.859461055]]",parallel
1541,62,right,"[[320347.07848447433, 5691254.856249875], [320348.9045969222, 5691284.800620187]]",parallel
1542,62,left,"[[320331.5418528701, 5691285.859461054], [320333.5275279739, 5691318.4203204345]]",parallel
1543,62,right,"[[320348.90459692216, 5691284.800620187], [320350.890272026, 5691317.361479567]]",parallel
1544,62,left,"[[320333.53124443174, 5691318.478096808], [320334.28024443163, 5691329.546896807]]",no car
1545,62,right,"[[320350.88655556814, 5691317.303703194], [320351.6355555679, 5691328.372503192]]",parallel
1546,63,left,"[[319493.6803140472, 5690959.4558007], [319499.5844140472, 5690953.921300699]]",parallel
1547,63,right,"[[319486.8224859539, 5690952.139999302], [319492.72658595385, 5690946.605499301]]",no car
1548,63,left,"[[319499.58442512905, 5690953.92129031], [319521.4715773232, 5690933.4041616395]]",parallel
1549,63,right,"[[319492.7265748716, 5690946.605509689], [319514.6137270658, 5690926.088381019]]",parallel
1550,63,left,"[[319521.4715773232, 5690933.40416164], [319546.81832512864, 5690909.64399031]]",no car
1551,63,right,"[[319514.61372706573, 5690926.088381019], [319539.9604748712, 5690902.328209689]]",parallel
1552,63,left,"[[319546.52241382573, 5690909.900421578], [319552.8595138258, 5690904.828221578]]",no car
1553,63,right,"[[319540.2563861739, 5690902.071778419], [319546.593486174, 5690896.999578419]]",no car
1554,67,left,"[[320256.0336581695, 5691230.087123835], [320257.8261581699, 5691244.846723835]]",parallel
1555,67,right,"[[320269.93154183007, 5691228.399276165], [320271.7240418304, 5691243.158876166]]",no car
1556,67,left,"[[320257.7892026967, 5691244.446915826], [320259.69255623245, 5691274.386475697]]",parallel
1557,67,right,"[[320271.7609973036, 5691243.558684176], [320273.66435083933, 5691273.498244047]]",parallel
1558,67,left,"[[320259.69255623245, 5691274.386475697], [320261.59590976825, 5691304.326035569]]",parallel
1559,67,right,"[[320273.66435083933, 5691273.498244047], [320275.56770437513, 5691303.4378039185]]",parallel
1560,67,left,"[[320261.59590976825, 5691304.3260355685], [320262.99430269666, 5691326.322615825]]",parallel
1561,67,right,"[[320275.5677043751, 5691303.4378039185], [320276.9660973035, 5691325.434384175]]",parallel
1562,67,left,"[[320262.9803330152, 5691325.921653144], [320263.0470330155, 5691336.7410531435]]",no car
1563,67,right,"[[320276.980066985, 5691325.835346855], [320277.0467669853, 5691336.654746855]]",no car
1564,72,left,"[[319683.0318372226, 5691315.606136724], [319693.05763722246, 5691315.566036731]]",no car
1565,72,right,"[[319682.9685627768, 5691299.786263272], [319692.99436277675, 5691299.746163279]]",diagonal/perpendicular
1566,72,left,"[[319693.96768874675, 5691315.509845749], [319723.75433508004, 5691311.938333433]]",parallel
1567,72,right,"[[319692.0843112524, 5691299.802354249], [319721.8709575857, 5691296.230841934]]",perpendicular
1568,72,left,"[[319723.75433507987, 5691311.938333434], [319753.54098141316, 5691308.36682112]]",no car
1569,72,right,"[[319721.870957586, 5691296.230841934], [319751.6576039193, 5691292.659329619]]",perpendicular
1570,72,left,"[[319753.54098141333, 5691308.36682112], [319783.3276277466, 5691304.795308804]]",no car
1571,72,right,"[[319751.657603919, 5691292.659329619], [319781.4442502523, 5691289.087817304]]",perpendicular
1572,72,left,"[[319783.32762774645, 5691304.795308804], [319813.1142740797, 5691301.223796489]]",no car
1573,72,right,"[[319781.44425025256, 5691289.087817304], [319811.23089658585, 5691285.51630499]]",perpendicular
1574,72,left,"[[319813.11427407985, 5691301.22379649], [319828.09428874677, 5691299.427645749]]",no car
1575,72,right,"[[319811.23089658574, 5691285.51630499], [319826.2109112527, 5691283.72015425]]",perpendicular
1576,72,left,"[[319829.32906268974, 5691299.178576861], [319837.96636269026, 5691296.706576861]]",parallel
1577,72,right,"[[319824.9761373097, 5691283.969223138], [319833.61343731015, 5691281.497223139]]",no car
1578,72,left,"[[319839.2806965576, 5691296.199958847], [319846.21019655745, 5691292.792058847]]",no car
1579,72,right,"[[319832.29910344264, 5691282.003841153], [319839.22860344255, 5691278.595941153]]",parallel
1580,75,left,"[[319674.1143952931, 5691245.941240291], [319683.9096952925, 5691246.409940291]]",no car
1581,75,right,"[[319674.9600047073, 5691228.2689597085], [319684.75530470663, 5691228.737659709]]",no car
1582,75,left,"[[319685.409685074, 5691246.35422205], [319715.1864448878, 5691242.70119933]]",parallel
1583,75,right,"[[319683.25531492516, 5691228.793377949], [319713.03207473893, 5691225.140355229]]",parallel
1584,75,left,"[[319715.186444888, 5691242.701199329], [319744.9632047018, 5691239.048176609]]",perpendicular
1585,75,right,"[[319713.0320747387, 5691225.14035523], [319742.8088345525, 5691221.48733251]]",parallel
1586,75,left,"[[319744.96320470155, 5691239.048176609], [319774.73996451526, 5691235.395153889]]",perpendicular
1587,75,right,"[[319742.8088345527, 5691221.48733251], [319772.5855943665, 5691217.83430979]]",parallel
1588,75,left,"[[319774.73996451567, 5691235.395153889], [319795.5438850745, 5691232.84292205]]",perpendicular
1589,75,right,"[[319772.5855943661, 5691217.83430979], [319793.38951492496, 5691215.2820779495]]",parallel
1590,75,left,"[[319797.732046555, 5691232.284035802], [319806.2052465548, 5691228.918735802]]",no car
1591,75,right,"[[319791.20135344466, 5691215.840964198], [319799.67455344443, 5691212.475664198]]",no car
1592,76,left,"[[319660.1503350689, 5691123.711913463], [319690.02647383325, 5691120.988619037]]",parallel
1593,76,right,"[[319658.93506493134, 5691110.379686538], [319688.8112036957, 5691107.656392112]]",parallel
1594,76,left,"[[319690.0264738336, 5691120.988619037], [319718.18693506945, 5691118.421713462]]",parallel
1595,76,right,"[[319688.8112036954, 5691107.656392112], [319716.9716649313, 5691105.0894865375]]",parallel
1596,76,left,"[[319720.27137562755, 5691117.884141252], [319726.25427562685, 5691115.256041252]]",no car
1597,76,right,"[[319714.8872243736, 5691105.627058748], [319720.8701243728, 5691102.998958748]]",no car
1598,76,left,"[[319726.4621591304, 5691115.1604533475], [319732.551159131, 5691112.233553348]]",no car
1599,76,right,"[[319720.6622408685, 5691103.0945466515], [319726.75124086917, 5691100.167646652]]",no car
1600,77,left,"[[319667.69991102885, 5691237.924806402], [319671.2709681421, 5691267.711507312]]",parallel
1601,77,right,"[[319681.3744889716, 5691236.285393599], [319684.94554608484, 5691266.072094509]]",parallel
1602,77,left,"[[319671.2709681421, 5691267.711507312], [319674.84202525526, 5691297.498208222]]",parallel
1603,77,right,"[[319684.94554608484, 5691266.072094509], [319688.516603198, 5691295.858795418]]",parallel
1604,77,left,"[[319674.8420252553, 5691297.498208222], [319676.1629110283, 5691308.515906402]]",parallel
1605,77,right,"[[319688.51660319796, 5691295.858795418], [319689.837488971, 5691306.876493598]]",no car
1606,78,left,"[[319556.01940124366, 5691330.434807932], [319585.81575228315, 5691326.945185497]]",parallel
1607,78,right,"[[319554.20159875706, 5691314.913392069], [319583.99794979655, 5691311.423769634]]",parallel
1608,78,left,"[[319585.8157522829, 5691326.945185497], [319615.61210332235, 5691323.455563063]]",parallel
1609,78,right,"[[319583.9979497968, 5691311.423769634], [319613.7943008362, 5691307.934147201]]",parallel
1610,78,left,"[[319615.6121033226, 5691323.455563063], [319645.40845436195, 5691319.965940628]]",parallel
1611,78,right,"[[319613.7943008359, 5691307.934147201], [319643.59065187536, 5691304.444524766]]",parallel
1612,78,left,"[[319645.40845436195, 5691319.965940628], [319675.20480540144, 5691316.476318194]]",parallel
